Ride_ID,Platform,Customer_ID,Driver_ID,City,Pickup_Location,Drop_Location,Ride_Date,Ride_Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Rating,Surge_Multiplier,Cancelled,Driver_Experience_Years
R2221,Uber,C1152,D208,Bangalore,Hotel,Railway Station,03-04-2022 12:00,28.72,49,1218.2,UPI,2.4,1.5,No,11
R2222,Ola,C238,D531,Chennai,Residential,Mall,03-04-2022 13:00,20.8,27,388.26,Cash,4.5,1,No,9
R2223,Uber,C1379,D376,Hyderabad,Hotel,Residential,03-04-2022 14:00,25.41,116,444.82,Card,3,2.5,No,11
R2224,Ola,C1136,D504,Pune,Hotel,Airport,03-04-2022 15:00,28.32,108,1454.93,Card,2,1.2,No,10
R2225,Uber,C1470,D166,Delhi,Office,Residential,03-04-2022 16:00,10.87,85,176.76,Card,2.5,2.5,No,11
R2226,Ola,C1367,D550,Mumbai,Residential,Hotel,03-04-2022 17:00,32.57,17,1002.26,Wallet,1.4,1.5,No,9
R2227,Ola,C1169,D181,Mumbai,Residential,Mall,03-04-2022 18:00,38.06,72,364.58,Wallet,4.6,2.5,No,1
R2228,Ola,C1089,D617,Pune,Mall,Airport,03-04-2022 19:00,19.14,88,911.78,Cash,2.6,2,No,4
R2229,Ola,C1271,D612,Bangalore,Office,Office,03-04-2022 20:00,28.34,110,1519.84,Wallet,4.9,1,Yes,5
R2230,Uber,C735,D602,Bangalore,Residential,Airport,03-04-2022 21:00,29.74,68,960.92,UPI,2.4,1.2,No,12
R2231,Uber,C991,D444,Bangalore,Hotel,Airport,03-04-2022 22:00,26.83,29,393.83,Card,4.3,1.2,Yes,2
R2232,Ola,C825,D332,Hyderabad,Railway Station,Airport,03-04-2022 23:00,22.34,90,563.7,Cash,2,1.5,No,11
R2233,Uber,C1463,D503,Bangalore,Railway Station,Mall,04-04-2022 00:00,35.38,56,785.68,UPI,1.3,1.5,No,9
R2234,Ola,C106,D79,Bangalore,Office,Hotel,04-04-2022 01:00,18.51,52,213.56,Card,1.1,1.5,No,9
R2235,Ola,C181,D585,Hyderabad,Mall,Hotel,04-04-2022 02:00,3.38,65,1201.93,UPI,3.4,1.2,No,9
R2236,Uber,C184,D688,Hyderabad,Mall,Railway Station,04-04-2022 03:00,33.94,21,1246.46,Wallet,2.2,2,No,8
R2237,Ola,C226,D396,Pune,Residential,Hotel,04-04-2022 04:00,27.29,44,199.33,UPI,2.8,1,No,6
R2238,Ola,C777,D608,Chennai,Office,Mall,04-04-2022 05:00,34.12,79,852.44,Wallet,4.3,1.5,No,1
R2239,Uber,C790,D103,Hyderabad,Railway Station,Railway Station,04-04-2022 06:00,6.4,93,874.88,UPI,2,1.2,No,14
R2240,Ola,C1113,D402,Delhi,Hotel,Office,04-04-2022 07:00,2.2,73,720.93,Cash,2.2,2,No,10
R2241,Ola,C688,D224,Bangalore,Residential,Office,04-04-2022 08:00,37.44,89,1150.86,Wallet,4.4,1.5,No,5
R2242,Ola,C530,D518,Chennai,Hotel,Office,04-04-2022 09:00,6.76,30,744.24,Wallet,3,1.5,No,8
R2243,Ola,C1395,D634,Mumbai,Residential,Office,04-04-2022 10:00,32.58,84,879.51,Card,4.3,1,No,12
R2244,Uber,C972,D236,Pune,Airport,Office,04-04-2022 11:00,33.11,60,1611.25,Wallet,2.5,1,No,14
R2245,Uber,C936,D427,Chennai,Hotel,Residential,04-04-2022 12:00,28.64,44,391.25,Card,2.6,2.5,No,4
R2246,Uber,C1423,D116,Hyderabad,Office,Mall,04-04-2022 13:00,6.12,89,1268.7,Wallet,1.7,1.5,No,8
R2247,Ola,C106,D163,Bangalore,Hotel,Railway Station,04-04-2022 14:00,27.03,116,1050.74,Wallet,4.7,2.5,No,6
R2248,Ola,C1295,D226,Bangalore,Hotel,Office,04-04-2022 15:00,35.67,100,665.74,Wallet,4.6,1.2,No,1
R2249,Uber,C831,D230,Bangalore,Residential,Residential,04-04-2022 16:00,17.6,72,1476.87,Wallet,4.9,1,No,1
R2250,Ola,C679,D182,Chennai,Railway Station,Hotel,04-04-2022 17:00,17.13,106,1138.28,Card,2.6,2,No,3
R2251,Ola,C849,D249,Bangalore,Airport,Residential,04-04-2022 18:00,18.27,12,996.53,Cash,4.3,1.5,No,1
R2252,Ola,C1056,D318,Hyderabad,Hotel,Residential,04-04-2022 19:00,4.21,77,1361.93,UPI,2.7,1.5,No,4
R2253,Ola,C393,D210,Chennai,Railway Station,Mall,04-04-2022 20:00,35.79,49,1620.4,Wallet,2.8,2.5,Yes,3
R2254,Uber,C40,D656,Bangalore,Mall,Office,04-04-2022 21:00,34.9,21,1947.52,Wallet,4.3,1,No,7
R2255,Uber,C660,D392,Mumbai,Airport,Residential,04-04-2022 22:00,39.92,45,1288.35,Cash,1.7,2.5,No,11
R2256,Uber,C1242,D96,Mumbai,Airport,Residential,04-04-2022 23:00,23.82,81,1758.92,Card,1.9,1.5,No,9
R2257,Ola,C981,D86,Delhi,Residential,Office,05-04-2022 00:00,30.3,13,82.1,UPI,2.3,1,No,7
R2258,Uber,C1106,D415,Bangalore,Hotel,Mall,05-04-2022 01:00,8.9,74,1098.05,Cash,4.2,1.5,No,11
R2259,Uber,C845,D394,Bangalore,Mall,Residential,05-04-2022 02:00,27.03,95,492.12,Cash,2.5,1,No,5
R2260,Ola,C201,D696,Chennai,Residential,Railway Station,05-04-2022 03:00,26.34,110,260.85,Cash,2.4,1.5,No,1
R2261,Ola,C447,D633,Chennai,Office,Airport,05-04-2022 04:00,36.15,105,1101.38,Cash,5,2,No,5
R2262,Uber,C1452,D501,Bangalore,Railway Station,Hotel,05-04-2022 05:00,33.4,107,1513.91,Wallet,2.5,2.5,No,1
R2263,Uber,C1062,D604,Delhi,Railway Station,Airport,05-04-2022 06:00,37.6,111,871.56,UPI,2,1,No,6
R2264,Uber,C1235,D582,Bangalore,Residential,Airport,05-04-2022 07:00,34.88,28,1366.61,Wallet,3.5,2.5,No,13
R2265,Uber,C444,D133,Hyderabad,Railway Station,Mall,05-04-2022 08:00,34.88,77,1020.26,Cash,4.2,1,No,8
R2266,Ola,C1351,D649,Chennai,Hotel,Residential,05-04-2022 09:00,3.49,110,919.2,UPI,1.3,1,No,7
R2267,Uber,C761,D314,Bangalore,Railway Station,Airport,05-04-2022 10:00,33.99,15,637.29,Cash,3.5,1,No,1
R2268,Uber,C227,D699,Chennai,Hotel,Airport,05-04-2022 11:00,24.69,39,814.58,Card,1.1,1.5,No,8
R2269,Ola,C48,D221,Bangalore,Office,Hotel,05-04-2022 12:00,15.84,33,751.61,Cash,3.1,1.2,No,12
R2270,Uber,C1042,D438,Pune,Mall,Office,05-04-2022 13:00,3.2,12,1320.68,Cash,2,1.5,No,14
R2271,Ola,C912,D46,Chennai,Airport,Residential,05-04-2022 14:00,27.43,21,302.76,Card,2.2,1.2,No,14
R2272,Ola,C1463,D192,Delhi,Residential,Residential,05-04-2022 15:00,13.8,75,257.86,Wallet,2.9,1.5,No,14
R2273,Ola,C187,D520,Pune,Residential,Hotel,05-04-2022 16:00,19.24,16,1347.22,UPI,4.7,1.2,No,9
R2274,Uber,C345,D379,Hyderabad,Hotel,Office,05-04-2022 17:00,27.59,116,1128.89,Cash,3.8,1,No,12
R2275,Uber,C224,D691,Bangalore,Office,Residential,05-04-2022 18:00,36.56,83,905.98,Cash,4.7,1,No,10
R2276,Ola,C830,D334,Hyderabad,Office,Railway Station,05-04-2022 19:00,33.19,97,372.69,Card,3.6,1.2,No,14
R2277,Uber,C488,D39,Chennai,Airport,Hotel,05-04-2022 20:00,18.57,113,869.17,UPI,1,1.2,No,2
R2278,Uber,C877,D293,Pune,Mall,Mall,05-04-2022 21:00,16.12,54,1596.28,Card,2.1,2.5,Yes,1
R2279,Ola,C849,D690,Hyderabad,Residential,Office,05-04-2022 22:00,10.35,118,1788.07,Cash,4.6,1,No,6
R2280,Ola,C1253,D162,Delhi,Hotel,Hotel,05-04-2022 23:00,15.52,28,1428.95,Wallet,3.6,1.5,No,12
R2281,Uber,C1414,D331,Chennai,Office,Airport,06-04-2022 00:00,5.33,41,195.03,Wallet,4.9,2.5,No,4
R2282,Ola,C979,D104,Pune,Residential,Residential,06-04-2022 01:00,38.87,82,1367.19,UPI,1.6,1.2,No,14
R2283,Uber,C1017,D161,Hyderabad,Hotel,Railway Station,06-04-2022 02:00,23.38,15,542.69,Cash,2.2,1.5,No,7
R2284,Uber,C188,D635,Pune,Railway Station,Railway Station,06-04-2022 03:00,5.98,103,685.28,Card,2.4,2,No,3
R2285,Uber,C270,D54,Pune,Residential,Mall,06-04-2022 04:00,14.76,85,456.08,Cash,2.3,2,No,3
R2286,Uber,C310,D34,Hyderabad,Mall,Hotel,06-04-2022 05:00,22.33,63,1569.45,Card,2,2,No,14
R2287,Ola,C1156,D242,Mumbai,Hotel,Railway Station,06-04-2022 06:00,21.78,59,1325.32,Card,2.8,1.5,No,8
R2288,Ola,C1096,D113,Bangalore,Mall,Hotel,06-04-2022 07:00,2.38,31,1254.72,UPI,3.6,1.2,No,7
R2289,Ola,C845,D318,Chennai,Residential,Residential,06-04-2022 08:00,38.08,112,1362.51,Card,2.2,1.5,No,5
R2290,Ola,C1211,D23,Chennai,Railway Station,Residential,06-04-2022 09:00,11.74,71,534.6,UPI,1.3,2.5,No,3
R2291,Uber,C486,D558,Chennai,Mall,Railway Station,06-04-2022 10:00,1.63,64,933.72,Wallet,3.8,2.5,No,1
R2292,Uber,C1215,D647,Pune,Office,Residential,06-04-2022 11:00,3.98,6,1295.85,UPI,2.8,2,No,11
R2293,Ola,C1446,D118,Hyderabad,Hotel,Hotel,06-04-2022 12:00,23.63,72,1302.26,UPI,3.2,1.2,No,3
R2294,Uber,C120,D643,Bangalore,Residential,Residential,06-04-2022 13:00,6.37,22,1600.36,UPI,2.8,2.5,No,9
R2295,Uber,C220,D212,Delhi,Railway Station,Airport,06-04-2022 14:00,2.63,24,631.24,Wallet,4.6,1,Yes,1
R2296,Uber,C53,D418,Chennai,Office,Hotel,06-04-2022 15:00,15.81,89,1559.05,UPI,3.2,1,No,5
R2297,Ola,C1475,D113,Hyderabad,Residential,Office,06-04-2022 16:00,25.29,67,925.15,Card,4.7,2,No,4
R2298,Ola,C1436,D44,Bangalore,Railway Station,Residential,06-04-2022 17:00,5.36,82,1366.73,Card,3,2,No,11
R2299,Ola,C1261,D128,Bangalore,Office,Residential,06-04-2022 18:00,13.22,76,954.98,UPI,2.2,2,Yes,14
R2300,Uber,C758,D158,Mumbai,Mall,Hotel,06-04-2022 19:00,17.29,6,1901.33,Card,2.4,2.5,No,6
R2301,Ola,C738,D394,Hyderabad,Residential,Mall,06-04-2022 20:00,7.22,94,424.26,UPI,3.1,1.2,No,2
R2302,Ola,C720,D512,Chennai,Residential,Office,06-04-2022 21:00,20.74,87,1376.01,Wallet,3.1,2,No,4
R2303,Ola,C406,D45,Pune,Mall,Office,06-04-2022 22:00,4.32,46,1186.95,Card,3.7,1.5,No,9
R2304,Ola,C608,D108,Bangalore,Airport,Office,06-04-2022 23:00,2.81,32,411.64,UPI,1.9,2,No,14
R2305,Ola,C1021,D219,Bangalore,Office,Railway Station,07-04-2022 00:00,21.27,33,206.73,Cash,3.6,2.5,No,11
R2306,Ola,C422,D443,Delhi,Mall,Airport,07-04-2022 01:00,10.67,73,1614.36,Wallet,4.1,1.2,No,5
R2307,Uber,C712,D315,Mumbai,Residential,Airport,07-04-2022 02:00,4.72,111,382.31,Cash,3.7,2,No,8
R2308,Uber,C247,D177,Bangalore,Office,Mall,07-04-2022 03:00,17.53,32,438.09,UPI,2.9,1,No,2
R2309,Ola,C72,D228,Bangalore,Office,Office,07-04-2022 04:00,36.69,64,1958.59,Card,5,2,No,12
R2310,Ola,C185,D672,Pune,Airport,Office,07-04-2022 05:00,29.24,109,1457.14,UPI,2.6,2,No,11
R2311,Uber,C6,D267,Pune,Residential,Residential,07-04-2022 06:00,32.81,116,560.93,Card,1.4,1.2,No,9
R2312,Uber,C1230,D379,Delhi,Railway Station,Hotel,07-04-2022 07:00,35,94,1214.62,UPI,4.3,1.5,No,12
R2313,Ola,C906,D489,Hyderabad,Airport,Railway Station,07-04-2022 08:00,38.93,9,1105.49,UPI,1.8,2,No,7
R2314,Ola,C387,D687,Delhi,Airport,Railway Station,07-04-2022 09:00,30.77,19,1701.39,Card,3.9,2,No,7
R2315,Ola,C699,D290,Delhi,Railway Station,Mall,07-04-2022 10:00,24.73,114,1480.3,Card,1.7,2.5,No,2
R2316,Ola,C1100,D357,Pune,Railway Station,Airport,07-04-2022 11:00,15.25,77,1676.9,UPI,1.1,1.2,No,8
R2317,Uber,C1201,D657,Hyderabad,Airport,Office,07-04-2022 12:00,8.08,36,486.09,Cash,1.6,2.5,No,9
R2318,Ola,C827,D204,Pune,Office,Hotel,07-04-2022 13:00,27.78,56,1309.22,Wallet,2.5,2,No,10
R2319,Ola,C349,D213,Mumbai,Mall,Mall,07-04-2022 14:00,39.8,94,157.26,Cash,1.4,2,No,11
R2320,Ola,C1279,D552,Chennai,Mall,Railway Station,07-04-2022 15:00,19.23,41,212.37,Cash,1.8,1,No,12
R2321,Ola,C308,D323,Chennai,Airport,Railway Station,07-04-2022 16:00,29.22,19,1449.97,Cash,4.1,2.5,Yes,5
R2322,Uber,C1369,D594,Mumbai,Office,Railway Station,07-04-2022 17:00,20.31,45,126.89,Cash,4.1,1.2,No,3
R2323,Uber,C1151,D181,Chennai,Railway Station,Office,07-04-2022 18:00,17.85,8,1193.15,Card,4.3,2,No,14
R2324,Uber,C287,D499,Hyderabad,Hotel,Office,07-04-2022 19:00,17,57,1693.58,Cash,4.4,1,No,3
R2325,Ola,C766,D320,Pune,Airport,Office,07-04-2022 20:00,20.68,104,809.49,Wallet,2.7,1,No,13
R2326,Ola,C725,D83,Chennai,Residential,Residential,07-04-2022 21:00,15.31,88,166.09,Card,4.5,1.5,No,13
R2327,Uber,C762,D303,Hyderabad,Office,Airport,07-04-2022 22:00,30.2,31,1450.59,Cash,3.1,1.2,No,6
R2328,Ola,C383,D262,Pune,Residential,Railway Station,07-04-2022 23:00,35.1,25,1865,Card,2.9,1,No,14
R2329,Ola,C1430,D200,Hyderabad,Residential,Railway Station,08-04-2022 00:00,35.43,64,1456.97,Cash,3.9,1.2,No,1
R2330,Uber,C388,D240,Mumbai,Airport,Residential,08-04-2022 01:00,9.88,90,1190.62,Cash,1.9,2,No,10
R2331,Uber,C525,D692,Delhi,Office,Railway Station,08-04-2022 02:00,35.94,68,521.66,Wallet,4.2,1.5,No,11
R2332,Uber,C639,D683,Mumbai,Residential,Railway Station,08-04-2022 03:00,14.32,75,109.52,Card,2.7,1.2,No,9
R2333,Uber,C938,D295,Chennai,Office,Office,08-04-2022 04:00,13.06,51,1413.77,Card,1.5,1.5,Yes,6
R2334,Ola,C276,D512,Pune,Mall,Office,08-04-2022 05:00,29.34,58,523.57,UPI,1.5,1.2,No,9
R2335,Ola,C500,D689,Hyderabad,Hotel,Airport,08-04-2022 06:00,12.88,35,1727.67,Cash,1.7,1.2,No,3
R2336,Uber,C717,D396,Chennai,Residential,Railway Station,08-04-2022 07:00,3.07,21,975.42,Cash,4.6,2.5,No,10
R2337,Ola,C337,D138,Chennai,Residential,Mall,08-04-2022 08:00,15.57,54,1098.82,Wallet,5,1.5,No,13
R2338,Uber,C932,D129,Delhi,Office,Railway Station,08-04-2022 09:00,29.14,11,1527.56,Wallet,2.4,1.2,No,3
R2339,Uber,C481,D49,Chennai,Hotel,Railway Station,08-04-2022 10:00,13.75,87,1576.51,Card,2.2,2.5,No,10
R2340,Ola,C911,D676,Delhi,Mall,Airport,08-04-2022 11:00,25.55,32,1313.89,Wallet,1.9,2.5,No,13
R2341,Uber,C1297,D293,Pune,Residential,Mall,08-04-2022 12:00,26.74,14,1881.79,Card,4.3,1.5,No,7
R2342,Ola,C1082,D628,Pune,Airport,Railway Station,08-04-2022 13:00,29.62,31,1966.01,Cash,1.8,2,No,7
R2343,Ola,C1352,D536,Hyderabad,Office,Hotel,08-04-2022 14:00,35.99,17,1898.02,Cash,4.7,1.5,No,4
R2344,Ola,C109,D311,Delhi,Office,Hotel,08-04-2022 15:00,17.87,70,1662.42,Card,3.7,1.2,Yes,11
R2345,Ola,C1303,D537,Mumbai,Residential,Mall,08-04-2022 16:00,7.49,90,1434.8,Wallet,4.6,2,No,14
R2346,Uber,C328,D639,Pune,Mall,Hotel,08-04-2022 17:00,13.44,88,1353.59,Wallet,3.2,1.5,No,8
R2347,Ola,C315,D234,Hyderabad,Residential,Office,08-04-2022 18:00,17.85,64,279.2,Card,3.8,1.5,No,11
R2348,Uber,C1498,D209,Mumbai,Railway Station,Office,08-04-2022 19:00,28.84,47,601.25,Cash,3.5,1.5,No,14
R2349,Uber,C1135,D605,Pune,Residential,Mall,08-04-2022 20:00,1.51,73,90.92,Card,4.3,1.5,Yes,2
R2350,Uber,C699,D94,Pune,Hotel,Railway Station,08-04-2022 21:00,13.32,67,343.83,Wallet,4.3,2,No,1
R2351,Uber,C781,D327,Hyderabad,Hotel,Mall,08-04-2022 22:00,31.41,74,923.32,Card,3.4,1.2,No,1
R2352,Ola,C1253,D225,Hyderabad,Railway Station,Hotel,08-04-2022 23:00,27.16,103,361.35,Cash,3.5,2.5,Yes,2
R2353,Ola,C156,D11,Bangalore,Hotel,Mall,09-04-2022 00:00,29.54,69,1811.19,UPI,4.7,1.5,No,11
R2354,Uber,C1497,D329,Chennai,Hotel,Hotel,09-04-2022 01:00,32.66,103,1626.94,Card,4.7,2.5,No,11
R2355,Uber,C1296,D12,Chennai,Airport,Office,09-04-2022 02:00,31.55,71,217.49,UPI,3.7,2.5,No,6
R2356,Ola,C887,D35,Mumbai,Office,Mall,09-04-2022 03:00,27.61,58,557.91,Card,1,2.5,No,8
R2357,Uber,C1026,D447,Chennai,Hotel,Residential,09-04-2022 04:00,18.15,40,1652.62,Wallet,1.4,1.5,No,3
R2358,Ola,C758,D452,Mumbai,Office,Hotel,09-04-2022 05:00,39.36,75,1621.85,Wallet,4.4,1.5,No,12
R2359,Uber,C722,D220,Pune,Mall,Residential,09-04-2022 06:00,23.19,97,1895.27,UPI,1.3,1.5,No,6
R2360,Ola,C913,D441,Bangalore,Residential,Office,09-04-2022 07:00,8.91,19,1995.29,Card,1.9,1.5,No,8
R2361,Uber,C1310,D653,Bangalore,Airport,Railway Station,09-04-2022 08:00,12.42,79,1954.44,Wallet,1.9,1,No,9
R2362,Uber,C871,D535,Pune,Railway Station,Hotel,09-04-2022 09:00,28.05,22,867.46,UPI,3.4,1.2,No,8
R2363,Ola,C13,D595,Hyderabad,Mall,Railway Station,09-04-2022 10:00,37.06,112,560.63,UPI,3.3,1,No,7
R2364,Uber,C608,D229,Delhi,Airport,Office,09-04-2022 11:00,7.97,8,1536.15,Card,2.2,2,No,4
R2365,Uber,C498,D344,Delhi,Airport,Railway Station,09-04-2022 12:00,4.21,92,654.6,Wallet,1.8,1,No,3
R2366,Ola,C238,D80,Chennai,Railway Station,Hotel,09-04-2022 13:00,35.38,15,1628.29,UPI,4.1,1,No,7
R2367,Uber,C1118,D353,Hyderabad,Railway Station,Airport,09-04-2022 14:00,36.7,10,1105.19,Cash,4.7,1,No,1
R2368,Ola,C1362,D396,Mumbai,Office,Hotel,09-04-2022 15:00,11.78,55,1604.34,Cash,1.2,1.2,No,7
R2369,Ola,C781,D290,Bangalore,Residential,Hotel,09-04-2022 16:00,15.71,62,609.69,Wallet,1.5,2.5,Yes,6
R2370,Uber,C1195,D455,Chennai,Mall,Residential,09-04-2022 17:00,26.75,64,1055.41,Wallet,3.6,2,No,3
R2371,Uber,C606,D671,Pune,Residential,Airport,09-04-2022 18:00,13.87,22,1162.93,Cash,4.2,2,No,14
R2372,Uber,C661,D128,Hyderabad,Mall,Airport,09-04-2022 19:00,35.21,83,1890.77,UPI,4.2,1.2,Yes,3
R2373,Uber,C849,D543,Bangalore,Airport,Airport,09-04-2022 20:00,5.2,71,591.87,Card,3.9,1,No,2
R2374,Uber,C936,D359,Mumbai,Hotel,Hotel,09-04-2022 21:00,2.48,21,1878.44,UPI,4.5,2.5,No,1
R2375,Uber,C1491,D527,Mumbai,Hotel,Office,09-04-2022 22:00,9.13,101,1625.33,Wallet,1.9,1.5,No,11
R2376,Uber,C628,D313,Delhi,Railway Station,Airport,09-04-2022 23:00,12.16,38,1483.32,Wallet,1.4,1.2,No,5
R2377,Ola,C143,D75,Chennai,Railway Station,Mall,10-04-2022 00:00,5.4,34,1590.79,Card,3.5,2.5,No,13
R2378,Uber,C1225,D546,Pune,Airport,Railway Station,10-04-2022 01:00,3.56,23,1242.42,UPI,4.3,1.2,No,7
R2379,Ola,C1204,D196,Bangalore,Airport,Office,10-04-2022 02:00,30.47,13,548.63,Card,3.3,1.2,No,7
R2380,Uber,C714,D29,Mumbai,Mall,Mall,10-04-2022 03:00,7.41,44,443.83,UPI,4.9,1.5,Yes,6
R2381,Uber,C1388,D16,Bangalore,Airport,Hotel,10-04-2022 04:00,36.64,48,1743.38,UPI,4.2,2.5,No,11
R2382,Ola,C479,D423,Pune,Mall,Hotel,10-04-2022 05:00,15.35,99,1472.27,Cash,3.8,1,Yes,10
R2383,Uber,C565,D589,Bangalore,Residential,Mall,10-04-2022 06:00,27.15,63,489.35,UPI,1.2,2.5,No,6
R2384,Uber,C471,D593,Chennai,Railway Station,Residential,10-04-2022 07:00,9.79,95,1260.98,Wallet,1.4,2.5,No,11
R2385,Ola,C384,D405,Delhi,Railway Station,Residential,10-04-2022 08:00,10.37,115,939.29,Wallet,4.1,1,No,7
R2386,Uber,C926,D636,Bangalore,Hotel,Mall,10-04-2022 09:00,23.41,29,384.62,Wallet,1.8,1.5,No,8
R2387,Uber,C417,D531,Hyderabad,Hotel,Residential,10-04-2022 10:00,22.87,75,1101.17,Cash,1.1,2.5,No,5
R2388,Uber,C308,D614,Delhi,Railway Station,Railway Station,10-04-2022 11:00,30.98,57,620.52,Card,4.6,1,No,1
R2389,Ola,C649,D77,Pune,Residential,Railway Station,10-04-2022 12:00,30.55,52,264.79,Wallet,4.6,1.2,No,7
R2390,Uber,C1391,D229,Delhi,Residential,Hotel,10-04-2022 13:00,27.16,75,976.56,Wallet,1.9,1.2,No,2
R2391,Uber,C1025,D297,Bangalore,Office,Residential,10-04-2022 14:00,18.52,88,1213.01,Card,4.1,1,No,11
R2392,Uber,C1068,D510,Bangalore,Mall,Airport,10-04-2022 15:00,35.73,57,170.06,Cash,1.2,1.2,No,5
R2393,Uber,C739,D573,Hyderabad,Hotel,Mall,10-04-2022 16:00,25.28,112,852.02,UPI,2.1,2.5,No,7
R2394,Ola,C1122,D538,Mumbai,Mall,Railway Station,10-04-2022 17:00,39.62,53,574.71,Card,3.5,1,No,7
R2395,Ola,C1289,D583,Hyderabad,Hotel,Residential,10-04-2022 18:00,32.96,47,138.85,UPI,4.1,2.5,No,9
R2396,Uber,C140,D615,Bangalore,Office,Residential,10-04-2022 19:00,2.73,104,321.27,UPI,1,2,No,5
R2397,Uber,C1261,D326,Delhi,Railway Station,Railway Station,10-04-2022 20:00,13.5,23,346.95,UPI,2.3,1.5,No,6
R2398,Ola,C974,D363,Hyderabad,Mall,Railway Station,10-04-2022 21:00,23.3,70,431.12,Card,1.9,1.5,No,10
R2399,Ola,C1017,D669,Hyderabad,Hotel,Airport,10-04-2022 22:00,29.14,38,1622.48,Card,5,1.5,No,14
R2400,Uber,C953,D359,Mumbai,Mall,Residential,10-04-2022 23:00,22.46,85,923.82,UPI,3.7,1,No,12
R2401,Ola,C904,D324,Bangalore,Railway Station,Residential,11-04-2022 00:00,31.66,92,362.41,Cash,2.6,2,No,11
R2402,Uber,C72,D698,Bangalore,Airport,Office,11-04-2022 01:00,12.02,77,272.57,Cash,1.3,1.5,No,6
R2403,Ola,C1214,D326,Pune,Hotel,Hotel,11-04-2022 02:00,8.17,58,652.05,Cash,3.4,2.5,No,1
R2404,Ola,C1292,D625,Mumbai,Airport,Airport,11-04-2022 03:00,3.1,5,1612.19,Wallet,3.6,1.5,No,10
R2405,Ola,C1345,D165,Pune,Office,Railway Station,11-04-2022 04:00,23.36,110,779.76,UPI,4.3,2,No,7
R2406,Ola,C107,D573,Pune,Residential,Railway Station,11-04-2022 05:00,27.86,96,387,Wallet,2.2,2.5,No,10
R2407,Uber,C1256,D604,Pune,Mall,Mall,11-04-2022 06:00,13.72,59,855.9,Cash,4.9,2.5,No,7
R2408,Ola,C1066,D455,Chennai,Hotel,Hotel,11-04-2022 07:00,24.93,19,1146.2,Card,2.8,1,No,4
R2409,Ola,C883,D153,Pune,Mall,Railway Station,11-04-2022 08:00,3.03,89,136.8,Cash,2.2,1,No,4
R2410,Uber,C139,D127,Hyderabad,Office,Residential,11-04-2022 09:00,4.87,19,1285.07,Wallet,2.4,1.2,No,11
R2411,Ola,C615,D193,Delhi,Office,Railway Station,11-04-2022 10:00,28.37,27,838.59,Wallet,3.1,2,Yes,6
R2412,Ola,C863,D627,Hyderabad,Mall,Residential,11-04-2022 11:00,15.35,70,98.67,Cash,4.7,2.5,No,3
R2413,Uber,C273,D530,Hyderabad,Hotel,Residential,11-04-2022 12:00,27.18,50,1373.87,UPI,3.9,2,No,14
R2414,Ola,C416,D10,Bangalore,Railway Station,Airport,11-04-2022 13:00,33.44,104,1447.78,Card,3.3,1.5,No,14
R2415,Uber,C506,D92,Chennai,Railway Station,Railway Station,11-04-2022 14:00,34.25,118,1287.37,Card,1.7,1.5,No,10
R2416,Uber,C733,D139,Pune,Residential,Airport,11-04-2022 15:00,7.71,13,736.51,Cash,1.6,1.2,No,6
R2417,Uber,C424,D481,Bangalore,Mall,Hotel,11-04-2022 16:00,19.97,70,1096.84,UPI,3,2.5,No,11
R2418,Uber,C1431,D449,Mumbai,Mall,Residential,11-04-2022 17:00,29.62,70,823.34,UPI,3.9,2.5,No,11
R2419,Ola,C390,D333,Mumbai,Hotel,Hotel,11-04-2022 18:00,31.19,22,1425.19,Cash,4,1.2,No,4
R2420,Uber,C342,D340,Bangalore,Mall,Railway Station,11-04-2022 19:00,31.6,21,1200.47,Card,1.9,1.5,No,10
R2421,Ola,C946,D52,Delhi,Hotel,Hotel,11-04-2022 20:00,9.9,109,237.05,Card,1.4,2.5,No,8
R2422,Ola,C614,D466,Bangalore,Mall,Hotel,11-04-2022 21:00,8.51,76,1314.74,Card,2.5,2,No,5
R2423,Ola,C493,D475,Bangalore,Office,Railway Station,11-04-2022 22:00,24.01,102,1399.5,UPI,4.7,2.5,No,13
R2424,Ola,C192,D401,Chennai,Airport,Airport,11-04-2022 23:00,29.9,38,791.75,Cash,3.2,1.5,No,8
R2425,Ola,C499,D439,Mumbai,Mall,Airport,12-04-2022 00:00,13.45,73,1761.51,UPI,2.3,2.5,No,9
R2426,Ola,C822,D605,Mumbai,Airport,Residential,12-04-2022 01:00,5.08,68,1698.59,Card,2.3,2.5,No,4
R2427,Ola,C1257,D657,Pune,Railway Station,Residential,12-04-2022 02:00,28.95,48,416.32,UPI,1.5,1,No,1
R2428,Ola,C227,D598,Hyderabad,Residential,Railway Station,12-04-2022 03:00,12.69,33,1816.19,Card,2.9,2.5,No,10
R2429,Ola,C1395,D509,Bangalore,Railway Station,Railway Station,12-04-2022 04:00,7.49,66,926.47,Cash,4.2,1.2,No,7
R2430,Ola,C139,D153,Bangalore,Mall,Office,12-04-2022 05:00,6.76,96,1469.6,Card,4.9,1.2,No,13
R2431,Uber,C856,D514,Delhi,Hotel,Office,12-04-2022 06:00,13.28,20,1643.07,Wallet,3,2,No,7
R2432,Uber,C817,D503,Mumbai,Railway Station,Mall,12-04-2022 07:00,24.11,82,1049.82,Wallet,1.7,2.5,No,5
